,uid,datetime,lat,lng
153,1,2019-01-12 07:19:40.509978,2805545.2559173084,6055494.208062744
154,1,2019-01-12 07:40:30.780590,2812118.3242760864,6052819.200698981
155,1,2019-01-12 08:33:46.473173,2806003.7511247685,6055341.700360357
156,1,2019-01-12 09:11:48.026793,2812805.7540973052,6051366.481344129
157,1,2019-01-12 09:43:30.414776,2809902.1225572084,6056411.4806668805
158,1,2019-01-12 13:13:11.424760,2810972.2684384375,6049150.110282435
159,1,2019-01-12 13:47:49.454514,2810665.2818417563,6053507.155152083
160,1,2019-01-12 14:31:07.221516,2812805.7540973052,6051366.481344129
161,1,2019-01-12 15:46:04.013794,2809902.1225572084,6045251.701714855
162,1,2019-01-12 16:19:18.087978,2809902.1225572084,6053888.981005505
163,1,2019-01-12 16:42:40.111588,2809902.1225572084,6045251.701714855
164,1,2019-01-13 02:52:25.937292,2810665.2818417563,6045939.656167956
165,1,2019-01-13 03:58:03.039083,2809902.1225572084,6045251.701714855
166,1,2019-01-13 04:22:53.883054,2810665.2818417563,6045939.656167956
167,1,2019-01-13 05:06:29.560512,2812805.7540973052,6051366.481344129
168,1,2019-01-13 06:34:14.310104,2812805.7540973052,6053888.981005505
169,1,2019-01-13 07:01:40.145313,2815328.2241406483,6053888.981005505
170,1,2019-01-13 07:33:00.874215,2809902.1225572084,6045251.701714855
171,1,2019-01-13 07:57:48.903033,2815328.2241406483,6053888.981005505
172,1,2019-01-13 08:37:24.648344,2813188.6242336472,6052054.435797231
173,1,2019-01-13 09:31:12.490839,2815328.2241406483,6053124.216103755
174,1,2019-01-13 09:57:18.148732,2812805.7540973052,6051366.481344129
175,1,2019-01-13 10:46:33.457206,2812729.915136782,6049379.4284334695
176,1,2019-01-13 11:12:49.075103,2809902.1225572084,6045251.701714855
177,1,2019-01-13 12:16:43.759672,2813876.101873104,6052436.261650653
178,1,2019-01-13 12:40:01.311603,2810665.2818417563,6045939.656167956
179,1,2019-01-13 14:32:22.808964,2809902.1225572084,6053888.981005505
180,1,2019-01-13 14:58:23.182033,2813876.101873104,6052436.261650653
181,1,2019-01-13 16:37:45.896016,2806615.0992740993,6053353.534254789
182,1,2019-01-13 19:29:02.478023,2812805.7540973052,6052819.200698981
183,1,2019-01-13 20:30:13.700765,2812805.7540973052,6051366.481344129
184,1,2019-01-13 21:58:05.319688,2809519.3341439664,6050832.147788322
185,1,2019-01-13 22:24:03.948376,2806615.0992740993,6059469.427078972
186,1,2019-01-13 23:35:00.166425,2810665.2818417563,6045939.656167956
187,1,2019-01-14 00:00:14.786900,2814181.9292016234,6052513.072099299
188,1,2019-01-14 00:22:22.419566,2803021.942173288,6063672.851051325
189,1,2019-01-14 00:42:28.396539,2809902.1225572084,6045251.701714855
190,1,2019-01-14 01:12:03.968447,2803404.569315555,6065278.078108564
191,1,2019-01-14 01:49:20.741200,2810665.2818417563,6045939.656167956
192,1,2019-01-14 02:20:23.471252,2807226.4716649475,6057558.071422052
193,1,2019-01-14 02:40:43.728291,2813341.530304835,6053582.852405823
194,1,2019-01-14 03:43:14.082805,2812195.3833863493,6051595.799495162
195,1,2019-01-14 05:14:29.073410,2812118.3242760864,6052819.200698981
196,1,2019-01-14 07:01:18.549856,2809902.1225572084,6053888.981005505
197,1,2019-01-14 08:19:26.402172,2809902.1225572084,6056411.4806668805
198,1,2019-01-14 09:04:14.040185,2813417.372279932,6053812.170556857
199,1,2019-01-14 09:58:23.452167,2812805.7540973052,6051366.481344129
200,1,2019-01-14 10:31:26.784955,2813876.101873104,6052436.261650653
201,1,2019-01-14 10:51:35.897766,2812729.915136782,6049379.4284334695
202,1,2019-01-14 11:41:18.518737,2810665.2818417563,6045939.656167956
203,1,2019-01-14 12:55:14.300722,2809902.1225572084,6045251.701714855
204,1,2019-01-14 13:46:25.041855,2810589.4534258,6052665.579801686
205,1,2019-01-14 14:14:43.514158,2810589.4534258,6050144.193335218
206,1,2019-01-14 15:34:42.451873,2813876.101873104,6053582.852405823
207,1,2019-01-14 16:02:36.330688,2814181.9292016234,6056640.798817914
208,1,2019-01-14 16:59:28.901021,2815328.2241406483,6053124.216103755
209,1,2019-01-14 17:26:36.930085,2812118.3242760864,6052819.200698981
210,1,2019-01-14 17:51:30.353156,2806615.0992740993,6059469.427078972
211,1,2019-01-14 18:23:38.875862,2803404.569315555,6065278.078108564
212,1,2019-01-14 22:15:04.350111,2812805.7540973052,6051366.481344129
213,1,2019-01-14 22:37:48.657443,2810665.2818417563,6045939.656167956
214,1,2019-01-14 23:02:09.427096,2812729.915136782,6049379.4284334695
215,1,2019-01-15 00:43:27.480130,2805545.2559173084,6055494.208062744
216,1,2019-01-15 01:23:40.475920,2809596.380248442,6055341.700360357
217,1,2019-01-15 02:40:29.765626,2812805.7540973052,6051366.481344129
218,1,2019-01-15 03:10:17.789319,2805162.575686507,6064513.313206815
219,1,2019-01-15 03:40:03.604175,2809902.1225572084,6045251.701714855
220,1,2019-01-15 04:15:32.614080,2806615.0992740993,6059469.427078972
221,1,2019-01-15 04:43:25.228554,2812805.7540973052,6051366.481344129
222,1,2019-01-15 05:55:51.022800,2812118.3242760864,6052819.200698981
223,1,2019-01-15 07:16:36.751615,2806615.0992740993,6059469.427078972
224,1,2019-01-15 08:35:42.750475,2812805.7540973052,6051366.481344129
225,1,2019-01-15 08:59:05.191427,2806615.0992740993,6059469.427078972
226,1,2019-01-15 12:13:01.523938,2809902.1225572084,6045251.701714855
227,1,2019-01-15 13:06:01.610403,2809519.3341439664,6044716.254964138
228,1,2019-01-15 14:29:49.322459,2809902.1225572084,6045251.701714855
229,1,2019-01-15 15:14:24.243876,2816017.020897363,6056411.4806668805
230,1,2019-01-15 15:39:09.994818,2812041.2655516234,6050449.208739993
231,1,2019-01-15 16:24:16.535483,2809902.1225572084,6053888.981005505
232,1,2019-01-15 16:55:51.551699,2812805.7540973052,6051366.481344129
233,1,2019-01-15 17:27:19.183972,2811353.8698724005,6052436.261650653
234,1,2019-01-15 17:54:27.102577,2809902.1225572084,6053888.981005505
235,1,2019-01-15 18:26:34.878857,2812729.915136782,6051901.928094845
236,1,2019-01-15 18:53:25.139345,2815252.372742766,6054424.42775622
237,1,2019-01-15 19:28:53.010395,2809902.1225572084,6053888.981005505
238,1,2019-01-15 19:54:29.714311,2812041.2655516234,6056946.927417596
239,1,2019-01-15 20:28:57.388295,2808449.289197516,6053582.852405823
240,1,2019-01-15 21:03:52.236435,2812729.915136782,6049379.4284334695
241,1,2019-01-15 22:06:01.061566,2806615.0992740993,6059469.427078972
242,1,2019-01-15 23:06:10.495953,2812805.7540973052,6053888.981005505
243,1,2019-01-16 01:50:22.810942,2809902.1225572084,6056411.4806668805
244,1,2019-01-16 02:37:57.838448,2811353.8698724005,6052436.261650653
245,1,2019-01-16 03:20:48.399489,2816398.747488269,6054958.761312028
246,1,2019-01-16 07:36:35.921064,2814181.9292016234,6056640.798817914
247,1,2019-01-16 08:00:37.726684,2806615.0992740993,6059469.427078972
248,1,2019-01-16 08:21:02.924013,2809213.599432709,6053888.981005505
249,1,2019-01-16 09:01:48.169964,2803098.9558196724,6065048.759957531
250,1,2019-01-16 09:26:50.748004,2813876.101873104,6052436.261650653
251,1,2019-01-16 10:00:32.125223,2814258.998647629,6053124.216103755
252,1,2019-01-16 10:30:27.824854,2809596.380248442,6055341.700360357
253,1,2019-01-16 11:01:37.085794,2812805.7540973052,6051366.481344129
254,1,2019-01-16 11:29:45.498927,2806615.0992740993,6059469.427078972
255,1,2019-01-16 12:06:33.853865,2812118.3242760864,6052819.200698981
256,1,2019-01-16 18:24:00.569434,2812499.9541219706,6053201.0265524015
257,1,2019-01-16 20:19:29.926964,2812729.915136782,6051901.928094845
258,1,2019-01-16 20:41:31.797239,2813876.101873104,6053582.852405823
259,1,2019-01-16 21:21:32.606685,2816398.747488269,6054958.761312028
260,1,2019-01-16 21:52:58.448167,2809519.3341439664,6050832.147788322
261,1,2019-01-16 22:38:11.599033,2809902.1225572084,6045251.701714855
262,1,2019-01-16 23:02:08.985330,2809519.3341439664,6050832.147788322
263,1,2019-01-16 23:33:54.404760,2810665.2818417563,6045939.656167956
264,1,2019-01-16 23:57:44.762243,2810589.4534258,6052665.579801686
265,1,2019-01-17 01:42:22.083388,2812805.7540973052,6051366.481344129
266,1,2019-01-17 02:25:09.567282,2808832.051023982,6055952.844364812
267,1,2019-01-17 03:18:33.419704,2809519.3341439664,6044716.254964138
268,1,2019-01-17 05:24:54.270227,2805545.2559173084,6055494.208062744
269,1,2019-01-17 06:03:30.411471,2810206.647929597,6054195.109605186
270,1,2019-01-17 06:36:58.119622,2812118.3242760864,6052819.200698981
271,1,2019-01-17 07:24:49.261103,2810665.2818417563,6053507.155152083
272,1,2019-01-17 09:19:13.120598,2812118.3242760864,6052819.200698981
273,1,2019-01-17 10:42:31.303612,2805545.2559173084,6055494.208062744
274,1,2019-01-17 11:31:51.145557,2810665.2818417563,6053507.155152083
275,1,2019-01-17 12:19:10.366639,2813188.6242336472,6052054.435797231
276,1,2019-01-17 12:46:40.450777,2805545.2559173084,6055494.208062744
277,1,2019-01-17 13:10:52.307266,2806615.0992740993,6059469.427078972
278,1,2019-01-17 14:26:04.639674,2806615.0992740993,6053353.534254789
279,1,2019-01-17 15:06:49.054603,2813417.372279932,6053812.170556857
280,1,2019-01-17 17:31:03.080859,2810972.2684384375,6049150.110282435
281,1,2019-01-17 18:16:36.813070,2806615.0992740993,6053353.534254789
282,1,2019-01-17 22:47:28.123556,2812805.7540973052,6051366.481344129
283,1,2019-01-17 23:16:20.605362,2813876.101873104,6053582.852405823
284,1,2019-01-18 02:40:02.820942,2810665.2818417563,6053507.155152083
285,1,2019-01-18 05:56:17.544222,2814181.9292016234,6052513.072099299
286,1,2019-01-18 06:40:53.107426,2809902.1225572084,6056411.4806668805
287,1,2019-01-18 07:19:51.906796,2809902.1225572084,6045251.701714855
288,1,2019-01-18 07:51:24.006175,2811278.0380651983,6053124.216103755
289,1,2019-01-18 08:18:46.958361,2810665.2818417563,6045939.656167956
290,1,2019-01-18 08:40:07.098539,2808755.0087418873,6051518.989046515
291,1,2019-01-18 12:11:21.302570,2812424.116668427,6052513.072099299
292,1,2019-01-18 12:39:45.251708,2809596.380248442,6055341.700360357
293,1,2019-01-18 13:31:17.188007,2811048.098739632,6052819.200698981
294,1,2019-01-18 14:36:24.534682,2809902.1225572084,6056411.4806668805
295,1,2019-01-18 15:09:46.924671,2809902.1225572084,6045251.701714855
296,1,2019-01-18 15:38:02.205501,2809902.1225572084,6053888.981005505
297,1,2019-01-18 16:28:11.806819,2806615.0992740993,6053353.534254789
298,1,2019-01-18 17:30:43.850401,2814181.9292016234,6052513.072099299
299,1,2019-01-18 18:18:20.206280,2810895.2154504135,6052283.753948266
300,1,2019-01-18 19:03:27.541507,2810895.2154504135,6049761.25428689
301,1,2019-01-18 19:35:36.975745,2812499.9541219706,6053201.0265524015
302,1,2019-01-18 19:57:44.000414,2810665.2818417563,6053507.155152083
303,1,2019-01-18 20:18:06.040869,2812729.915136782,6049379.4284334695
304,1,2019-01-19 00:22:25.173589,2814181.9292016234,6052513.072099299
305,1,2019-01-19 01:11:09.684223,2812805.7540973052,6051366.481344129
306,1,2019-01-19 03:02:15.364122,2806615.0992740993,6059469.427078972
307,1,2019-01-19 05:03:43.394118,2812041.2655516234,6050449.208739993
308,1,2019-01-19 05:39:56.459746,2807379.3185511692,6057787.389573085
309,1,2019-01-19 07:54:33.312803,2806615.0992740993,6053353.534254789
310,1,2019-01-19 08:19:35.059741,2810665.2818417563,6045939.656167956
311,1,2019-01-19 08:57:23.261013,2809902.1225572084,6056411.4806668805
312,1,2019-01-19 09:25:40.475587,2809902.1225572084,6045251.701714855
313,1,2019-01-19 10:11:56.810910,2812729.915136782,6049379.4284334695
314,1,2019-01-19 10:44:39.895949,2814258.998647629,6053124.216103755
315,1,2019-01-19 13:07:05.101976,2812729.915136782,6049379.4284334695
316,1,2019-01-19 13:39:03.641783,2811278.0380651983,6053124.216103755
317,1,2019-01-19 14:20:10.848557,2809902.1225572084,6053888.981005505
318,1,2019-01-19 20:46:18.648706,2806615.0992740993,6059469.427078972
319,1,2019-01-19 23:57:45.655227,2809596.380248442,6055341.700360357
320,1,2019-01-20 01:38:56.120417,2812729.915136782,6051901.928094845
321,1,2019-01-20 02:06:05.286036,2806003.7511247685,6055341.700360357
322,1,2019-01-20 02:53:03.002499,2806615.0992740993,6059469.427078972
323,1,2019-01-20 03:21:15.468112,2809902.1225572084,6056411.4806668805
324,1,2019-01-20 04:59:04.654975,2806615.0992740993,6059469.427078972
325,1,2019-01-20 13:42:04.663240,2814181.9292016234,6056640.798817914
326,1,2019-01-20 14:19:09.152546,2813876.101873104,6052360.564396913
327,1,2019-01-20 14:54:25.382499,2813494.4378956473,6053048.518850015
328,1,2019-01-20 15:25:27.829058,2806615.0992740993,6059469.427078972
329,1,2019-01-20 18:01:25.798032,2813876.101873104,6052436.261650653
330,1,2019-01-20 19:36:28.973426,2811582.5906499913,6054576.935458607
331,1,2019-01-20 20:51:19.347833,2813876.101873104,6053048.518850015
332,1,2019-01-20 21:40:37.973353,2806615.0992740993,6059469.427078972
333,1,2019-01-20 22:01:00.730814,2812805.7540973052,6051366.481344129
334,1,2019-01-20 22:57:30.133022,2809596.380248442,6055341.700360357
335,1,2019-01-20 23:26:03.519620,2813188.6242336472,6050907.84504206
336,1,2019-01-20 23:52:22.051664,2803021.942173288,6063672.851051325
337,1,2019-01-21 00:24:15.333727,2810895.2154504135,6049761.25428689
338,1,2019-01-21 04:07:05.492950,2806003.7511247685,6055341.700360357
339,1,2019-01-21 13:59:32.741780,2813188.6242336472,6050907.84504206
340,1,2019-01-21 14:25:09.343213,2809902.1225572084,6053888.981005505
341,1,2019-01-21 16:18:13.609767,2814181.9292016234,6052513.072099299
342,1,2019-01-21 16:52:19.308302,2812729.915136782,6049379.4284334695
343,1,2019-01-21 22:06:50.344783,2806615.0992740993,6059469.427078972
344,1,2019-01-21 22:54:48.419634,2815252.372742766,6054424.42775622
345,1,2019-01-21 23:39:36.099821,2803404.569315555,6065278.078108564
346,1,2019-01-22 00:17:49.792300,2805926.722977267,6059545.12433271
347,1,2019-01-22 00:59:04.151619,2809902.1225572084,6056411.4806668805
348,1,2019-01-22 01:37:26.055148,2810665.2818417563,6053507.155152083
349,1,2019-01-22 02:07:45.261306,2814563.610237497,6054576.935458607
350,1,2019-01-22 02:33:40.750667,2812118.3242760864,6052819.200698981
351,1,2019-01-22 05:23:32.638471,2807226.4716649475,6057558.071422052
352,1,2019-01-22 06:24:19.543411,2806615.0992740993,6059469.427078972
353,1,2019-01-22 08:18:26.943284,2812805.7540973052,6053888.981005505
354,1,2019-01-22 09:06:07.377537,2809902.1225572084,6045251.701714855
355,1,2019-01-22 09:43:40.890962,2809902.1225572084,6056411.4806668805
356,1,2019-01-22 10:33:46.772249,2813188.6242336472,6052054.435797231
357,1,2019-01-22 12:51:38.041209,2807226.4716649475,6057558.071422052
358,1,2019-01-22 13:24:54.600223,2808602.1482114852,6052665.579801686
359,1,2019-01-22 17:18:21.419308,2811123.9294142956,6049073.299833788
360,1,2019-01-22 17:53:16.804645,2813876.101873104,6052436.261650653
361,1,2019-01-22 18:46:03.374870,2809902.1225572084,6045251.701714855
362,1,2019-01-23 09:19:11.389883,2812729.915136782,6049379.4284334695
363,1,2019-01-23 09:47:19.889301,2812805.7540973052,6051366.481344129
364,1,2019-01-23 10:44:52.559831,2806615.0992740993,6053353.534254789
365,1,2019-01-24 02:11:20.433687,2814181.9292016234,6052513.072099299
366,1,2019-01-24 02:32:47.943679,2803021.942173288,6063672.851051325
367,1,2019-01-24 02:56:21.811480,2806615.0992740993,6059469.427078972
368,1,2019-01-24 03:50:21.986993,2804551.2851086445,6060003.760634779
369,1,2019-01-24 04:15:39.414746,2809902.1225572084,6056411.4806668805
370,1,2019-01-24 05:17:08.314411,2809902.1225572084,6045251.701714855
371,1,2019-01-24 05:52:01.675950,2812805.7540973052,6053888.981005505
372,1,2019-01-24 06:27:49.697927,2809902.1225572084,6056411.4806668805
373,1,2019-01-24 11:52:30.433629,2812729.915136782,6049379.4284334695
374,1,2019-01-24 12:16:29.229303,2809902.1225572084,6045251.701714855
375,1,2019-01-24 13:20:29.385802,2809902.1225572084,6053888.981005505
376,1,2019-01-24 14:15:11.048467,2809902.1225572084,6045251.701714855
377,1,2019-01-24 14:39:18.279325,2812805.7540973052,6053888.981005505
